periodo,instituicao,tipo_de_especialidade,doentes_saidos,dias_de_internamento,length_patiant,new_var,year,month,week,weekday,doentes_saidos_lag,dias_de_internamento_lag,doentes_saidos_var,dias_de_internamento_var,instituicao1,length_stay_var,tipo_instituicao
2020-06-01,Centro Hospitalar Psiquiátrico de Lisboa,Especialidade Médica,684,16233,23.7324561403509,2,2020,Jun,22,Mon,581,13672,103,2561,Centro Hospitalar Psiquiátrico de Lisboa,24.8640776699029,Hospital
2020-06-01,"Hospital de Cascais, PPP",Especialidade Médica,2269,24267,10.6950198325253,2,2020,Jun,22,Mon,1949,20295,320,3972,"Hospital de Cascais, PPP",12.4125,Hospital
2020-06-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,3175,22398,7.05448818897638,2,2020,Jun,22,Mon,2716,18850,459,3548,"Instituto Português Oncologia de Lisboa, EPE",7.72984749455338,Cancer hospital
2020-06-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,4381,57192,13.0545537548505,2,2020,Jun,22,Mon,3748,48542,633,8650,"Centro Hospitalar Universitário do Porto, EPE",13.6650868878357,University
2020-06-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,4331,46528,10.7430154698684,2,2020,Jun,22,Mon,3752,39712,579,6816,"Centro Hospitalar Tâmega e Sousa, EPE",11.7720207253886,Hospital
2020-07-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,1973,21371,10.8317283324886,2,2020,Jul,27,Wed,1685,18217,288,3154,"Unidade Local de Saúde do Norte Alentejano, EPE",10.9513888888889,Hospital
2020-07-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,11144,121912,10.9396984924623,2,2020,Jul,27,Wed,9571,104909,1573,17003,"Centro Hospitalar e Universitário de Coimbra, EPE",10.8092816274634,University
2020-07-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,5220,53792,10.3049808429119,2,2020,Jul,27,Wed,4453,46202,767,7590,"Centro Hospitalar Tondela-Viseu, EPE",9.89569752281617,Hospital
2020-07-01,Hospital Dr. Francisco Zagalo,Especialidade Médica,265,3544,13.3735849056604,2,2020,Jul,27,Wed,245,3191,20,353,Hospital Dr. Francisco Zagalo,17.65,Hospital
2020-07-01,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Médica,8431,103214,12.2422013995967,2,2020,Jul,27,Wed,7050,88606,1381,14608,"Centro Hospitalar Universitário Lisboa Central, EPE",10.5778421433744,University
2020-07-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,7310,85857,11.7451436388509,2,2020,Jul,27,Wed,6329,74038,981,11819,"Hospital Professor Doutor Fernando Fonseca, EPE",12.0479102956167,Hospital
2020-07-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,5017,53874,10.7382898146303,2,2020,Jul,27,Wed,4331,46528,686,7346,"Centro Hospitalar Tâmega e Sousa, EPE",10.7084548104956,Hospital
2020-07-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Médica,4180,45461,10.8758373205742,2,2020,Jul,27,Wed,3637,40000,543,5461,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",10.0570902394107,Hospital
2020-07-01,"Unidade Local de Saúde do Nordeste, EPE",Especialidade Médica,2542,27045,10.6392604248623,2,2020,Jul,27,Wed,2172,23828,370,3217,"Unidade Local de Saúde do Nordeste, EPE",8.69459459459459,Hospital
2020-08-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Médica,1848,16177,8.75378787878788,2,2020,Aug,31,Sat,1597,14034,251,2143,"Unidade Local de Saúde do Litoral Alentejano, EPE",8.53784860557769,Hospital
2020-08-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,2300,25784,11.2104347826087,2,2020,Aug,31,Sat,1973,21371,327,4413,"Unidade Local de Saúde do Norte Alentejano, EPE",13.4954128440367,Hospital
2020-08-01,"Instituto Português Oncologia de Coimbra, EPE",Especialidade Médica,1011,6741,6.66765578635015,2,2020,Aug,31,Sat,897,5813,114,928,"Instituto Português Oncologia de Coimbra, EPE",8.14035087719298,Cancer hospital
2020-08-01,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Médica,2157,17222,7.98423736671303,2,2020,Aug,31,Sat,1921,15470,236,1752,"Unidade Local de Saúde de Castelo Branco, EPE",7.42372881355932,Hospital
2020-08-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,10562,110388,10.4514296534747,2,2020,Aug,31,Sat,9278,96233,1284,14155,"Centro Hospitalar Universitário de Lisboa Norte, EPE",11.0241433021807,University
2020-08-01,Centro Hospitalar Psiquiátrico de Lisboa,Especialidade Médica,884,21567,24.3970588235294,2,2020,Aug,31,Sat,797,18840,87,2727,Centro Hospitalar Psiquiátrico de Lisboa,31.3448275862069,Hospital
2020-08-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,5129,47183,9.1992591148372,2,2020,Aug,31,Sat,4556,41391,573,5792,"Hospital Distrital de Santarém, EPE",10.108202443281,Hospital
2020-08-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,8805,94476,10.7298126064736,2,2020,Aug,31,Sat,7843,83674,962,10802,"Centro Hospitalar Universitário de São João, EPE",11.2286902286902,University
2020-08-01,"Centro Hospitalar Universitário do Porto, EPE",Especialidade Médica,5909,76099,12.8784904383144,2,2020,Aug,31,Sat,5165,66776,744,9323,"Centro Hospitalar Universitário do Porto, EPE",12.5309139784946,University
2020-08-01,"Hospital Santa Maria Maior, EPE",Especialidade Médica,1807,16114,8.91754288876591,2,2020,Aug,31,Sat,1609,14221,198,1893,"Hospital Santa Maria Maior, EPE",9.56060606060606,Hospital
2020-08-01,"Instituto Português Oncologia do Porto, EPE",Especialidade Médica,2755,25517,9.26206896551724,2,2020,Aug,31,Sat,2392,22121,363,3396,"Instituto Português Oncologia do Porto, EPE",9.35537190082645,Cancer hospital
2020-09-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1693,14961,8.83697578263438,2,2020,Sep,35,Tue,1552,13547,141,1414,"Hospital Distrital da Figueira da Foz, EPE",10.0283687943262,Hospital
2020-09-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,6505,73147,11.2447348193697,2,2020,Sep,35,Tue,5817,65550,688,7597,"Centro Hospitalar de Lisboa Ocidental, EPE",11.0421511627907,Hospital
2020-09-01,"Centro Hospitalar de Setúbal, EPE",Especialidade Médica,5398,49233,9.12060022230456,2,2020,Sep,35,Tue,4823,43721,575,5512,"Centro Hospitalar de Setúbal, EPE",9.58608695652174,Hospital
2020-09-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,5502,60176,10.9371137768084,2,2020,Sep,35,Tue,4918,53852,584,6324,"Centro Hospitalar Médio Tejo, EPE",10.8287671232877,Hospital
2020-09-01,"Hospital de Loures, PPP",Especialidade Médica,6304,74588,11.8318527918782,2,2020,Sep,35,Tue,5733,66788,571,7800,"Hospital de Loures, PPP",13.6602451838879,Hospital
2020-09-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,5733,52561,9.16814931100645,2,2020,Sep,35,Tue,5129,47183,604,5378,"Hospital Distrital de Santarém, EPE",8.90397350993377,Hospital
2020-09-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,9150,108993,11.9118032786885,2,2020,Sep,35,Tue,8218,97489,932,11504,"Hospital Professor Doutor Fernando Fonseca, EPE",12.343347639485,Hospital
2020-09-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,9841,103425,10.5096026826542,2,2020,Sep,35,Tue,8805,94476,1036,8949,"Centro Hospitalar Universitário de São João, EPE",8.63803088803089,University
2020-09-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,6432,69242,10.765236318408,2,2020,Sep,35,Tue,5781,62798,651,6444,"Centro Hospitalar Tâmega e Sousa, EPE",9.89861751152074,Hospital
2020-10-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,3715,33464,9.00780619111709,2,2020,Oct,40,Thu,3362,29945,353,3519,"Hospital Espírito Santo de Évora, EPE",9.96883852691218,Hospital
2020-10-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,9888,119839,12.1196399676375,2,2020,Oct,40,Thu,8938,107786,950,12053,"Centro Hospitalar Universitário do Algarve,EPE",12.6873684210526,University
2020-10-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,1844,16403,8.89533622559653,2,2020,Oct,40,Thu,1693,14961,151,1442,"Hospital Distrital da Figueira da Foz, EPE",9.54966887417219,Hospital
2020-10-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,3550,47664,13.4264788732394,2,2020,Oct,40,Thu,3201,42062,349,5602,"Unidade Local de Saúde da Guarda, EPE",16.0515759312321,Hospital
2020-10-01,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Médica,14446,152346,10.5458950574554,2,2020,Oct,40,Thu,12775,131880,1671,20466,"Centro Hospitalar Universitário Lisboa Central, EPE",12.2477558348294,University
2020-10-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,6090,66793,10.9676518883415,2,2020,Oct,40,Thu,5502,60176,588,6617,"Centro Hospitalar Médio Tejo, EPE",11.2534013605442,Hospital
2020-10-01,"Hospital de Loures, PPP",Especialidade Médica,7013,82488,11.7621559960074,2,2020,Oct,40,Thu,6304,74588,709,7900,"Hospital de Loures, PPP",11.1424541607898,Hospital
2020-10-01,"Hospital Garcia de Orta, EPE",Especialidade Médica,6110,78470,12.8428805237316,2,2020,Oct,40,Thu,5501,70754,609,7716,"Hospital Garcia de Orta, EPE",12.6699507389163,Hospital
2020-10-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,5454,55586,10.1917858452512,2,2020,Oct,40,Thu,4531,50138,923,5448,"Centro Hospitalar Entre Douro e Vouga, EPE",5.90249187432286,Hospital
2020-10-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,7192,77461,10.7704393770857,2,2020,Oct,40,Thu,6432,69242,760,8219,"Centro Hospitalar Tâmega e Sousa, EPE",10.8144736842105,Hospital
2020-10-01,"Hospital de Magalhães Lemos, EPE",Especialidade Médica,1527,26321,17.2370661427636,2,2020,Oct,40,Thu,1406,24311,121,2010,"Hospital de Magalhães Lemos, EPE",16.6115702479339,Hospital
2020-10-01,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Médica,4979,47478,9.53564972886122,2,2020,Oct,40,Thu,4444,42603,535,4875,"Unidade Local de Saúde do Alto Minho, EPE",9.11214953271028,Hospital
2020-11-01,"Hospital Distrital da Figueira da Foz, EPE",Especialidade Médica,2059,18405,8.93880524526469,2,2020,Nov,44,Sun,1844,16403,215,2002,"Hospital Distrital da Figueira da Foz, EPE",9.31162790697674,Hospital
2020-11-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,3937,56718,14.4064008128016,2,2020,Nov,44,Sun,3546,51651,391,5067,"Centro Hospitalar Barreiro/Montijo, EPE",12.9590792838875,Hospital
2020-11-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,8097,90491,11.1758676052859,2,2020,Nov,44,Sun,7319,81744,778,8747,"Centro Hospitalar de Lisboa Ocidental, EPE",11.2429305912596,Hospital
2020-11-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,14572,152695,10.4786576996981,2,2020,Nov,44,Sun,13165,137993,1407,14702,"Centro Hospitalar Universitário de Lisboa Norte, EPE",10.4491826581379,University
2020-11-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,6805,63778,9.3722263041881,2,2020,Nov,44,Sun,6269,58199,536,5579,"Hospital Distrital de Santarém, EPE",10.4085820895522,Hospital
2020-11-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,3152,41026,13.0158629441624,2,2020,Nov,44,Sun,2747,36510,405,4516,"Centro Hospitalar do Médio Ave, EPE",11.1506172839506,Hospital
2020-11-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,6138,62034,10.1065493646139,2,2020,Nov,44,Sun,5454,55586,684,6448,"Centro Hospitalar Entre Douro e Vouga, EPE",9.42690058479532,Hospital
2020-12-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,3401,38922,11.4442810937959,2,2020,Dec,48,Tue,3087,35280,314,3642,"Unidade Local de Saúde do Norte Alentejano, EPE",11.5987261146497,Hospital
2020-12-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,4748,41912,8.82729570345409,2,2020,Dec,48,Tue,4330,37999,418,3913,"Centro Hospitalar Universitário Cova da Beira, EPE",9.36124401913876,University
2020-12-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,4381,61895,14.1280529559461,2,2020,Dec,48,Tue,3937,56718,444,5177,"Centro Hospitalar Barreiro/Montijo, EPE",11.6599099099099,Hospital
2020-12-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,6842,77526,11.3308973984215,2,2020,Dec,48,Tue,6244,70827,598,6699,"Hospital de Vila Franca de Xira, EPE",11.2023411371237,Hospital
2020-12-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,7446,70684,9.49288208434059,2,2020,Dec,48,Tue,6805,63778,641,6906,"Hospital Distrital de Santarém, EPE",10.7737909516381,Hospital
2020-12-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,12285,144571,11.7680911680912,2,2020,Dec,48,Tue,11155,131985,1130,12586,"Hospital Professor Doutor Fernando Fonseca, EPE",11.1380530973451,Hospital
2020-12-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,3582,45575,12.7233389168063,2,2020,Dec,48,Tue,3152,41026,430,4549,"Centro Hospitalar do Médio Ave, EPE",10.5790697674419,Hospital
2020-12-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,9167,98408,10.7350278171703,2,2020,Dec,48,Tue,8177,87598,990,10810,"Centro Hospitalar Tâmega e Sousa, EPE",10.9191919191919,Hospital
2020-12-01,"Hospital de Braga, EPE",Especialidade Médica,9673,98276,10.1598263206864,2,2020,Dec,48,Tue,8657,88961,1016,9315,"Hospital de Braga, EPE",9.16830708661417,Hospital
2021-01-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,951,10349,10.882229232387,2,2021,Jan,1,Fri,,,951,10349,"Centro Hospitalar Tondela-Viseu, EPE",10.882229232387,Hospital
2021-01-01,"Centro Hospitalar de Lisboa Ocidental, EPE",Especialidade Médica,731,9771,13.3666210670315,2,2021,Jan,1,Fri,,,731,9771,"Centro Hospitalar de Lisboa Ocidental, EPE",13.3666210670315,Hospital
2021-01-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,738,9464,12.8238482384824,2,2021,Jan,1,Fri,,,738,9464,"Centro Hospitalar Médio Tejo, EPE",12.8238482384824,Hospital
2021-01-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,761,7375,9.69119579500657,2,2021,Jan,1,Fri,,,761,7375,"Hospital Distrital de Santarém, EPE",9.69119579500657,Hospital
2021-01-01,"Instituto Português Oncologia de Lisboa, EPE",Especialidade Médica,482,3357,6.96473029045643,2,2021,Jan,1,Fri,,,482,3357,"Instituto Português Oncologia de Lisboa, EPE",6.96473029045643,Cancer hospital
2021-01-01,"Centro Hospitalar Universitário de São João, EPE",Especialidade Médica,1158,12780,11.0362694300518,2,2021,Jan,1,Fri,,,1158,12780,"Centro Hospitalar Universitário de São João, EPE",11.0362694300518,University
2021-01-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,448,5230,11.6741071428571,2,2021,Jan,1,Fri,,,448,5230,"Centro Hospitalar do Médio Ave, EPE",11.6741071428571,Hospital
2021-01-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,920,10937,11.8880434782609,2,2021,Jan,1,Fri,,,920,10937,"Centro Hospitalar Tâmega e Sousa, EPE",11.8880434782609,Hospital
2021-01-01,"Hospital de Magalhães Lemos, EPE",Especialidade Médica,128,2959,23.1171875,2,2021,Jan,1,Fri,,,128,2959,"Hospital de Magalhães Lemos, EPE",23.1171875,Hospital
2021-01-01,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Médica,725,6467,8.92,2,2021,Jan,1,Fri,,,725,6467,"Unidade Local de Saúde do Alto Minho, EPE",8.92,Hospital
2021-02-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,828,8966,10.8285024154589,2,2021,Feb,5,Mon,457,5136,371,3830,"Hospital Espírito Santo de Évora, EPE",10.3234501347709,Hospital
2021-02-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,1842,18963,10.2947882736156,2,2021,Feb,5,Mon,951,10349,891,8614,"Centro Hospitalar Tondela-Viseu, EPE",9.66778900112234,Hospital
2021-02-01,"Unidade Local de Saúde da Guarda, EPE",Especialidade Médica,874,12920,14.7826086956522,2,2021,Feb,5,Mon,444,6801,430,6119,"Unidade Local de Saúde da Guarda, EPE",14.2302325581395,Hospital
2021-02-01,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Médica,523,5008,9.5755258126195,2,2021,Feb,5,Mon,278,2602,245,2406,"Unidade Local de Saúde de Castelo Branco, EPE",9.82040816326531,Hospital
2021-02-01,"Centro Hospitalar Barreiro/Montijo, EPE",Especialidade Médica,870,11959,13.7459770114943,2,2021,Feb,5,Mon,429,6066,441,5893,"Centro Hospitalar Barreiro/Montijo, EPE",13.3628117913832,Hospital
2021-02-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,1451,17429,12.0117160578911,2,2021,Feb,5,Mon,738,9464,713,7965,"Centro Hospitalar Médio Tejo, EPE",11.1711079943899,Hospital
2021-02-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,1610,14451,8.97577639751553,2,2021,Feb,5,Mon,903,8117,707,6334,"Centro Hospitalar Entre Douro e Vouga, EPE",8.95898161244696,Hospital
2021-02-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,1710,17790,10.4035087719298,2,2021,Feb,5,Mon,920,10937,790,6853,"Centro Hospitalar Tâmega e Sousa, EPE",8.6746835443038,Hospital
2021-02-01,"Unidade Local de Saúde do Alto Minho, EPE",Especialidade Médica,1327,12186,9.18311981914092,2,2021,Feb,5,Mon,725,6467,602,5719,"Unidade Local de Saúde do Alto Minho, EPE",9.5,Hospital
2021-03-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,956,9290,9.71757322175732,2,2021,Mar,9,Mon,692,6571,264,2719,"Unidade Local de Saúde do Norte Alentejano, EPE",10.2992424242424,Hospital
2021-03-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,3216,37944,11.7985074626866,2,2021,Mar,9,Mon,2195,26231,1021,11713,"Centro Hospitalar Universitário do Algarve,EPE",11.4720861900098,University
2021-03-01,"Centro Hospitalar do Baixo Vouga, EPE",Especialidade Médica,1785,18848,10.5591036414566,2,2021,Mar,9,Mon,1246,13598,539,5250,"Centro Hospitalar do Baixo Vouga, EPE",9.74025974025974,Hospital
2021-03-01,"Unidade Local de Saúde de Castelo Branco, EPE",Especialidade Médica,781,7268,9.30601792573623,2,2021,Mar,9,Mon,523,5008,258,2260,"Unidade Local de Saúde de Castelo Branco, EPE",8.75968992248062,Hospital
2021-03-01,"Centro Hospitalar do Oeste, EPE",Especialidade Médica,1960,17412,8.88367346938776,2,2021,Mar,9,Mon,1419,12459,541,4953,"Centro Hospitalar do Oeste, EPE",9.15526802218115,Hospital
2021-03-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,2063,24085,11.6747455162385,2,2021,Mar,9,Mon,1451,17429,612,6656,"Centro Hospitalar Médio Tejo, EPE",10.8758169934641,Hospital
2021-03-01,"Hospital de Loures, PPP",Especialidade Médica,2388,24967,10.4551926298157,2,2021,Mar,9,Mon,1611,16971,777,7996,"Hospital de Loures, PPP",10.2908622908623,Hospital
2021-03-01,"Hospital de Vila Franca de Xira, PPP",Especialidade Médica,2065,20714,10.0309927360775,2,2021,Mar,9,Mon,1480,13978,585,6736,"Hospital de Vila Franca de Xira, EPE",11.5145299145299,Hospital
2021-03-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,2056,20415,9.92947470817121,2,2021,Mar,9,Mon,1395,13967,661,6448,"Hospital Distrital de Santarém, EPE",9.75491679273827,Hospital
2021-03-01,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",Especialidade Médica,3164,26052,8.2338811630847,2,2021,Mar,9,Mon,2160,17761,1004,8291,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE",8.25796812749004,Hospital
2021-04-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,6820,78673,11.5356304985337,2,2021,Apr,13,Thu,5303,62232,1517,16441,"Centro Hospitalar e Universitário de Coimbra, EPE",10.8378378378378,University
2021-04-01,"Centro Hospitalar Tondela-Viseu, EPE",Especialidade Médica,3360,33626,10.0077380952381,2,2021,Apr,13,Thu,2593,26226,767,7400,"Centro Hospitalar Tondela-Viseu, EPE",9.64797913950456,Hospital
2021-04-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,5503,59033,10.7274214065055,2,2021,Apr,13,Thu,4145,45130,1358,13903,"Centro Hospitalar Universitário de Lisboa Norte, EPE",10.2378497790869,University
2021-04-01,"Hospital de Cascais, PPP",Especialidade Médica,1699,17150,10.0941730429665,2,2021,Apr,13,Thu,1366,13537,333,3613,"Hospital de Cascais, PPP",10.8498498498499,Hospital
2021-04-01,"Hospital Professor Doutor Fernando Fonseca, EPE",Especialidade Médica,4568,52873,11.574649737303,2,2021,Apr,13,Thu,3527,40875,1041,11998,"Hospital Professor Doutor Fernando Fonseca, EPE",11.5254562920269,Hospital
2021-04-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,1473,16881,11.4602851323829,2,2021,Apr,13,Thu,1182,13433,291,3448,"Centro Hospitalar do Médio Ave, EPE",11.8487972508591,Hospital
2021-04-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,2694,25184,9.34818114328137,2,2021,Apr,13,Thu,2149,20174,545,5010,"Centro Hospitalar Entre Douro e Vouga, EPE",9.19266055045872,Hospital
2021-04-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,3207,33433,10.4250077954475,2,2021,Apr,13,Thu,2463,25786,744,7647,"Centro Hospitalar Tâmega e Sousa, EPE",10.2782258064516,Hospital
2021-04-01,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",Especialidade Médica,2631,26246,9.97567464842265,2,2021,Apr,13,Thu,2059,20604,572,5642,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",9.86363636363636,Hospital
2021-05-01,"Centro Hospitalar Universitário do Algarve,EPE",Especialidade Médica,5178,60328,11.650830436462,2,2021,May,18,Sat,4185,48847,993,11481,"Centro Hospitalar Universitário do Algarve,EPE",11.5619335347432,University
2021-05-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,2165,18466,8.52933025404157,2,2021,May,18,Sat,1727,14764,438,3702,"Centro Hospitalar Universitário Cova da Beira, EPE",8.45205479452055,University
2021-05-01,"Centro Hospitalar e Universitário de Coimbra, EPE",Especialidade Médica,8300,96643,11.643734939759,2,2021,May,18,Sat,6820,78673,1480,17970,"Centro Hospitalar e Universitário de Coimbra, EPE",12.1418918918919,University
2021-05-01,"Centro Hospitalar Universitário Lisboa Central, EPE",Especialidade Médica,7711,81584,10.5802100894826,2,2021,May,18,Sat,6280,66920,1431,14664,"Centro Hospitalar Universitário Lisboa Central, EPE",10.2473794549266,University
2021-05-01,"Centro Hospitalar Universitário de Lisboa Norte, EPE",Especialidade Médica,6904,73676,10.6714947856315,2,2021,May,18,Sat,5503,59033,1401,14643,"Centro Hospitalar Universitário de Lisboa Norte, EPE",10.4518201284797,University
2021-05-01,"Hospital Garcia de Orta, EPE",Especialidade Médica,3665,45857,12.5121418826739,2,2021,May,18,Sat,2936,37353,729,8504,"Hospital Garcia de Orta, EPE",11.6652949245542,Hospital
2021-05-01,"Centro Hospitalar do Médio Ave, EPE",Especialidade Médica,1776,20953,11.7978603603604,2,2021,May,18,Sat,1473,16881,303,4072,"Centro Hospitalar do Médio Ave, EPE",13.4389438943894,Hospital
2021-05-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,1068,9639,9.0252808988764,2,2021,May,18,Sat,873,8091,195,1548,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",7.93846153846154,Hospital
2021-06-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Médica,1466,12513,8.53547066848568,2,2021,Jun,22,Tue,1245,11075,221,1438,"Unidade Local de Saúde do Litoral Alentejano, EPE",6.50678733031674,Hospital
2021-06-01,"Unidade Local de Saúde do Norte Alentejano, EPE",Especialidade Médica,1715,18171,10.5953352769679,2,2021,Jun,22,Tue,1456,15154,259,3017,"Unidade Local de Saúde do Norte Alentejano, EPE",11.6486486486487,Hospital
2021-06-01,"Centro Hospitalar Universitário Cova da Beira, EPE",Especialidade Médica,2530,22366,8.8403162055336,2,2021,Jun,22,Tue,2165,18466,365,3900,"Centro Hospitalar Universitário Cova da Beira, EPE",10.6849315068493,University
2021-06-01,"Hospital Distrital de Santarém, EPE",Especialidade Médica,3841,37138,9.66883624056235,2,2021,Jun,22,Tue,3232,31219,609,5919,"Hospital Distrital de Santarém, EPE",9.7192118226601,Hospital
2021-06-01,"Centro Hospitalar Entre Douro e Vouga, EPE",Especialidade Médica,3763,35248,9.36699441934627,2,2021,Jun,22,Tue,3216,30131,547,5117,"Centro Hospitalar Entre Douro e Vouga, EPE",9.35466179159049,Hospital
2021-06-01,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",Especialidade Médica,1253,11139,8.88986432561852,2,2021,Jun,22,Tue,1068,9639,185,1500,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE",8.10810810810811,Hospital
2021-06-01,"Centro Hospitalar Tâmega e Sousa, EPE",Especialidade Médica,4687,49398,10.5393641988479,2,2021,Jun,22,Tue,3951,41308,736,8090,"Centro Hospitalar Tâmega e Sousa, EPE",10.991847826087,Hospital
2021-07-01,"Hospital Espírito Santo de Évora, EPE",Especialidade Médica,2716,28021,10.3170103092784,2,2021,Jul,26,Thu,2317,23980,399,4041,"Hospital Espírito Santo de Évora, EPE",10.1278195488722,Hospital
2021-07-01,"Unidade Local de Saúde do Litoral Alentejano, EPE",Especialidade Médica,1710,14281,8.35146198830409,2,2021,Jul,26,Thu,1466,12513,244,1768,"Unidade Local de Saúde do Litoral Alentejano, EPE",7.24590163934426,Hospital
2021-07-01,"Centro Hospitalar de Leiria, EPE",Especialidade Médica,5661,56073,9.9051404345522,2,2021,Jul,26,Thu,4823,47896,838,8177,"Centro Hospitalar de Leiria, EPE",9.75775656324582,Hospital
2021-07-01,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,Especialidade Médica,133,10569,79.4661654135338,2,2021,Jul,26,Thu,111,9034,22,1535,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,69.7727272727273,Hospital
2021-07-01,"Centro Hospitalar Médio Tejo, EPE",Especialidade Médica,4573,51880,11.3448502077411,2,2021,Jul,26,Thu,3913,44775,660,7105,"Centro Hospitalar Médio Tejo, EPE",10.7651515151515,Hospital
